PIDN,Ca,P,pH,SOC,Sand
ujHNlqpw,0.816224562,-0.074401345,1.413924906,-0.193501741,-0.845299253
ulV6kuhB,-0.28159461,-0.087639633,0.282865357,-0.580124051,0.519790658
uohEnNEK,-0.408105973,0.038565391,-0.92284158,0.853101942,-1.160923625
v1lhA8I4,-0.510903334,0.062041291,0.704588724,-0.98813428,1.072777384
v3JzigLI,-0.780444277,-0.069635561,-0.496644568,-0.586866939,0.767242226
v5IwjyIg,-0.724458401,0.099461525,-0.324974275,-0.926979488,-0.646093631
v6lp5TK1,-0.236598302,0.101579647,0.265239951,-0.650707714,1.289087847
v8vOaaWq,-0.282564304,-0.090993338,-1.612743256,0.484640702,-0.010365352
vAYKtoil,-0.742929947,0.086752763,-0.453847549,-0.538275407,-0.714010469
vGTNQa6G,2.988191448,0.160004626,1.946501193,0.618505753,-0.162174947
vQzNxHoL,-0.777154294,0.178714741,-1.015397976,-0.632280972,-0.924454193
vfZGBUJm,-0.377657195,-0.061163057,0.27498255,-0.293220437,-0.270868949
vlooVUoT,-0.491575677,0.056745975,-1.481423895,0.207793411,-1.332130961
vrACvd4O,-0.490398772,-0.056750292,0.156798385,-0.489025706,-0.542023497
w8hdjLwb,-0.298967715,0.073690987,0.115463991,-0.474066385,1.396190485
wAntv4gH,-0.039513894,0.09804944,1.530601734,-0.456706961,0.495514151
wIUL09q0,-0.596810996,-0.06910603,-0.910672121,-0.35297192,0.185356772
wOzx7Fgz,-0.515204653,-0.057985865,0.116666361,-0.618802585,0.019017712
wPhjhCJQ,-0.408949265,-0.059397949,-0.24160661,-0.537673526,1.267672879
wQSWWmYB,-0.415010935,0.077044687,-0.838163959,-0.125123415,0.979802969
wdIMrXwy,1.991491205,-0.074577857,1.843842362,-0.893691796,-0.489653525
wiL9npQc,-0.526370654,-0.092758437,-0.788506972,-0.749115078,0.373424077
wnU95Cxn,2.117226268,-0.072812749,2.690265937,-0.757607355,-0.827975892
wpJbbjJs,0.054186304,0.067866136,0.630081907,-0.397627884,0.373105994
wsOWTAbI,0.623203424,-0.060633527,1.883068061,0.823125887,-0.701438258
wtdBcU3U,-0.57636342,-0.0719302,0.097378772,-0.284438759,0.398188535
wuKXVxOc,-0.800843824,0.060276182,-1.826578485,-0.582265296,0.646070121
wyzadAt8,-0.479797131,-0.074401345,-1.23395502,-0.720324836,1.177744024
wzaKzYwi,-0.088340517,0.061688267,1.116250217,-1.436893229,0.266548248
x6GCk4EV,-0.373342605,-0.08834568,0.076352837,-0.687880726,0.406381131
x6lUi3vf,0.169497319,-0.051101958,0.394299468,0.524128908,-1.301447388
x8mwDHv9,-0.322851834,-0.059574461,0.087658359,-0.354002407,0.094423125
xIYm6puH,0.176059452,-0.111998087,-0.029191273,0.197494704,-0.866550026
xO6UdpsK,0.235807097,-0.112174599,0.179288931,-0.744164447,-1.134359505
xQ2bkOvj,-0.525758502,-0.032215331,-0.215555944,0.159795716,-1.45931555
xeXyDCEQ,2.723081273,0.168653655,1.954176979,1.007189667,-0.715277636
xrggHziO,-0.144005434,0.09028297,0.085390939,-0.392673887,0.225629198
y1WMCmqQ,-0.520359189,0.077750729,-0.246777805,-0.561543141,0.555060076
yDngezhM,-0.278217714,-0.068929518,-0.655469666,-0.219634445,-0.433427358
yLiFjMD0,-0.462516268,0.011206259,-0.092815687,-0.68612053,1.595918111
ySwEBO7w,-0.383821445,0.177479168,-0.663956566,-0.402613653,-1.07336743
ydC9UsSm,-0.40799634,-0.09505308,-2.153319725,1.241541177,-0.222962917
ydEG4VBd,-0.353500142,0.082163485,-1.018534516,0.010029669,1.125901681
yf76yWXc,-0.457523452,0.097696417,0.65129783,-0.64854036,-0.087041176
yg70e63n,-0.301745044,0.011206259,-0.490440747,-0.287481707,0.37432
ywxtlSKv,-0.549411379,0.076868175,-0.385279505,-1.034822906,0.166808281
yzKPQPOR,-0.583664934,0.033623095,0.052388811,-0.194563251,-1.258443985
z5cnOnZ1,-0.467563883,-0.059574461,-0.191795981,-0.433160987,-0.709710093
zFLkOE0e,0.287139832,0.108640071,1.067261065,0.447196389,-1.20953981
zGi72mxL,-0.412132835,-0.053043573,-0.195796336,-0.016155858,-1.190592907
zN925UV3,-0.583875375,0.055333891,-1.403917251,-0.005780268,-1.160970689
zTy2ih7e,-0.830736337,0.059570145,-1.468493134,-0.840135415,0.621458465
zVFzAutw,-0.428022297,0.015266001,-0.197897841,-0.412500442,1.407678482
zYxNAkht,-0.326691777,-0.068753007,-0.922757293,-0.518590816,0.326462717
zaWDBai3,-1.127159401,-0.112174599,-0.365298312,-0.426340399,1.568197008
zg3u0Zsx,-0.277485326,0.006970006,0.032439423,0.053929687,0.399010434
zlwLfdsS,-0.368987105,0.038741903,-0.483922631,0.929957692,-1.068571267
zmbKzVfl,-0.698923073,0.061158736,-2.084605123,-0.060079048,-0.105870724
